objectid,title,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,object_location,image_small,image_thumb
psychiana042,Sales - Agents Application Blank,1936,yes,,Students,Fill out and sign enclosed 'Sales Agents Application Blank'. Notice to inform students about becoming sale agents for Psychiana and receiving a 33 1/3% commission.,multiple-page; application forms,Application; Commission; Teaching; Sales Agent; Spreading Psychiana,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_040,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f23_040.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f23_040_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f23_040_th.jpg
psychiana043,Order Blank,1936,yes,,Sales Agents,"Order form blank for Psychiana written materials with retail, cost, and profit columns.",single-page; order forms,Order Blank; Prices; Psychiana Publications,"New York, NY",40.713569,-74.023587,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_041,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f23_041.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f23_041_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f23_041_th.jpg
psychiana044,Daily Procedure For Every 'Psychiana' Student,1935,yes,"Robinson, Frank B.",Students,Frank B. Robinson gives his students five procedures to do daily in addition to the exercises to do the lessons.,single-page; instructions,Students Exercises; Psychiana Affirmations,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_042,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f23_042.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f23_042_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f23_042_th.jpg
psychiana045,"Dr. Frank B. Robinson Speaking to Packed house in the TRINITY AUGITORIUM Los Angeles, California, January 27th 1935",1935-01-27,,,,A flyer announcing a Frank B. Robinson speaking engagement at Trinity Auditorium.,multiple-page; flyers,Successful; Material Abundance; Spiritual Abundance Reason; Law; Los Angeles,"Los Angeles, CA",34.054709,-118.261773,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_043,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f23_043.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f23_043_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f23_043_th.jpg
psychiana046,The New Psychiana,1945,yes,,new members,Flyer announcing Frank B. Robinson's new Lessons.,multiple-page; flyers,Doomed; Atomic War; Hiroshima; Civilizations; World War,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_044,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f23_044.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f23_044_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f23_044_th.jpg
psychiana047,Several portrait photographs of a younger Frank B. Robinson,1902,yes,,,"Three portrait photographs of a young Frank B. Robinson, two of which have been cut out, wearing the same suit but posing differently in each photograph. 'Age 16' written in pencil in white space.",single-page; photographs,Portraits; Young Frank B. Robinson,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Photographs'",mg101_b6_photographs_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpeg,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,image,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_photographs_03.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b6_photographs_03_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b6_photographs_03_th.jpg
psychiana048,Signed portrait of Tommy Burns at age 27 mailed to Frank B. Robinson,1942,yes,,,"Signed portrait of world heavyweight boxing champion Tommy Burns at the age of 27, wearing his heavyweight belt with a personal note to Frank B. Robinson on back.",single-page; photographs,Tommy Burns; Celebrity Friends,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 6, Folder - 'Robinson & Friends'",mg101_b6_robinson_friends_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,image/jpeg,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,image,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b6_robinson_friends_015.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b6_robinson_friends_015_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b6_robinson_friends_015_th.jpg
psychiana049,A Sacred Trust,1933,yes,"Tenney, C.W.",members,A single-page notice sent to members asking that they direct their thoughts to Hitler and to say 'YOU ARE OPPOSING THE SPIRIT OF GOD-YOU WILL LOSE.',single-page; notices,Trust; Tenney; Duty; World War; Spirit of God; Psychiana Affirmations,,,,,University of Idaho Library Digital Initiatives - https://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_047,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f23_047.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f23_047_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f23_047_th.jpg
psychiana050,A Special Offer to our Members ONLY!,1949,yes,,members,A single-page advertisement and detachable order form at the bottom. Members offered a 28 1/2% discount for three of Frank B. Robinson�s books.,single-page; advertisements,Offer; Members; Discount; Robinson's Books,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 23",mg101_b7_f23_048,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f23_048.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f23_048_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f23_048_th.jpg
psychiana051,Psychiana What It Is,1935,yes,"Psychiana, Inc.",,Flyer details the story of Psychiana and Robinson's life on the front. The back includes articles about Latah County farmers asking for loans and statements about how Psychiana has enriched the lives of students.,multiple-page; flyers,Psychiana Origin; Robinson's Life; Latah County; Psychiana Growth; Success; Farmers,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_002.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_002_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_002_th.jpg
psychiana052,I Want You to Find the Almighty Power of God and You Can Right Here on Earth,1944,yes,"Psychiana, Inc.",,Flyer includes illustration of Robinson as iconic 'Uncle Sam' with electric bolts around title. Copy states Robinson wants 'you' to discover a Power that brings prosperity.,single-page; flyers,God-Power; Electricity; Uncle Sam; Success,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_015,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_015.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_015_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_015_th.jpg
psychiana053,Thank God for the Atom-Bomb,1946,yes,"Psychiana, Inc.",,Flyer claims the atom bomb is the first scientific proof of a power that lives in people. Also claims this 'POWER POWER POWER' comes from talking to God.,single-page; flyers,Atom Bomb; God-Power; Science and Science and Technology; Talking with God,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_016,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_016.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_016_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_016_th.jpg
psychiana054,The Power of God Can Give To You New Life,1944,yes,"Psychiana, Inc.",,Flyer claims Psychiana lessons will bring new life to students and can provide Allied forces with power to win World War II. Also states churches have never revealed this Power.,single-page; flyers,God-Power; World War; Allied Forces,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_044,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_044.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_044_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_044_th.jpg
psychiana055,"The Power of God, the Power of God, the Power of God",1944,yes,"Psychiana, Inc.",,"Flyer proclaims the discovery of the Power of God, which is available to anyone at any time through Psychiana Lessons. Also criticizes orthodox doctrine that God was crucified.",single-page; flyers,Crucified God; Criticizing Orthodox Religion; God-Power,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_046,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_046.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_046_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_046_th.jpg
psychiana056,Your Chance To Obtain the Full Original 'Psychiana' Teaching of Dr. Frank B. Robinson,1930/1950,yes,"Psychiana, Inc.",,Small card advertises Psychiana original 10 lesson course for only 4.98 and includes order form.,single-page; offers,Lessons; Costs,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_099,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_099.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_099_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_099_th.jpg
psychiana057,Psychiana Spiritual Blitzkrieg button,1940,yes,,,"A button featuring an illustration of Hitler and a quote: 'Believing that right is superior to brute force, I am helping to bring Hitler's defeat by repeating hourly, the power of right (God) will bring your speedy downfall.'",single-page; buttons (information artifacts),"Hitler; Prayer; Moscow, Idaho; Blitzkrieg",,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 11",mg101_b7_f11_042,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f11_042.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f11_042_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f11_042_th.jpg
psychiana058,Peace of Mind,1928/1950,,"Psychiana, Inc.",,Flyer includes an illustration of Jesus Christ and quotes the Bible. Discusses solving people's problems with God-Power and includes testimonials on the reverse page.,multiple-page; flyers,Jesus Christ; God-Power; Problems; Material Abundance,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_111,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_111.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_111_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_111_th.jpg
psychiana059,I Talked With God,1946,,"Robinson, Frank B.",,Clipping of an article in which Robinson discusses how he talks directly God and how God comes to us. Numbered advertisement 3543-46.,single-page; clippings,Atom Bomb; God-Power; Talk with God,"Spokane, WA",47.65557,-117.419063,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_114,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_114.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_114_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_114_th.jpg
psychiana060,"The Sky is Red, for Protestant ministers",1930/1950,yes,"Robinson, Frank B.",,Lecture addressed to Protestant ministers about the dire nature of the church and its doctrine.,multiple-page; lectures,Criticizing Orthodox Religion; Church in Decline; Jesus Christ,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 26",mg101_b7_f26_117,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f26_117.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f26_117_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f26_117_th.jpg
psychiana061,Death to the Axis,1942,yes,,,Single-page form notice asks that the reader send in for the two free booklets now. Frank B. Robinson tells how he was a failure before he talked with God and now he has all his needs met.,single-page; notices,Hitler; Mussolini; Hirohito; Axis; World War,,,,,University of Idaho Library Digital Initiatives - https://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 31",mg101_b7_f31_003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f31_003.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f31_003_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f31_003_th.jpg
psychiana062,Tack this up in your kitchen,1941,yes,,,"Flyer includes illustrations of Hitler and Mussolini, reminding Psychiana students to say an affirmation and use the Spirit of God against injustice.",single-page; flyers,Spirit of God; Psychiana Affirmations; Hitler; Mussolini,,,,,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,"MG-101, Box 7, Folder 31",mg101_b7_f31_022,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,https://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/mg101_b7_f31_022.pdf,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/small/mg101_b7_f31_022_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-objects/thumbs/mg101_b7_f31_022_th.jpg
